location,annual.mean.temp,mean.diurnal.range,isothermality,temp.seasonality,maxtemp.warm.month,mintemp.cold.month,temp.annual.range,meantemp.wet.quart,meantemp.dry.quart,meantemp.warm.quart,meantemp.cold.quart,annual.precip,precip.wet.month,precip.dry.month,precip.seasonality,precip.wet.quart,precip.dry.quart,precip.warm.quart,precip.cold.quart,elevation.mean,aspect.mean,slope.mean,artificial.surface,HabitatSuitability,RelativeRnott
Oldham,137.4758311,167.9372866,41.66864331,8255.926505,333.3538185,-64.43414196,397.7879605,244.0438455,30.98670261,244.0438455,30.98670261,439.382929,71.737646,11.15507637,60.27475292,203.0720575,36.63809524,203.0720575,36.63809524,1135.445642,167.23,1341.35383,0.006970733,0.001220847,11.2513672
Orange,196.1159875,114.5634796,39.23667712,6356.20768,332.200627,43.80721003,288.3934169,259.1316614,156.8456113,272.8354232,109.7084639,1450.665361,151.1191223,89.50705329,16.57445141,420.6865204,278.4161442,399.9796238,356.0086207,9.929467085,179.498,217.14748,0.145844087,0.003622514,0.8999718
Palo Pinto,178.9375178,139.6055098,37.73274638,7944.841806,356.0326612,-9.436523715,365.4691849,222.7611474,75.33797217,278.5896052,73.00880432,774.332576,108.4342516,36.96165862,32.04061346,266.7588753,122.443056,195.3408123,122.5183187,324.2516331,196.3098,1668.76814,0.00427994,0.000799232,0.5722231
Panola,180.6074225,131.4960844,39.06264896,7214.657814,342.2390194,9.675859721,332.5631597,220.7606401,264.9812734,270.2097378,83.90296221,1217.370787,129.0459653,67.46271706,15.20701396,344.6629213,246.9247531,258.0364317,316.0371127,92.44909772,169.4996,616.69041,0.032979143,0.001169121,0.9889832
Parker,179.2839126,134.187327,36.96524146,7862.762842,354.5681329,-3.614887727,358.1830206,221.820363,77.75699785,278.1125807,75.15533682,816.5822824,116.0962781,40.45278376,31.62257767,281.9443248,134.1860966,195.8323593,134.2263919,301.4374039,158.4004,1220.37366,0.006539542,0.001028122,0.2365485
Parmer,135.7581194,166.4580885,42.61800186,7947.426539,326.1775441,-60.21249613,386.3900402,237.304052,32.35972781,237.304052,32.35972781,431.8258583,70.33807609,11.65511908,61.09526755,200.4339623,37.66223322,200.4339623,37.66223322,1243.335602,127.6146,497.10205,0.008006608,0.000558014,1.1647449
Pecos,179.2625201,162.5467677,45.37951412,7125.471319,345.6245449,-8.709246105,354.333791,239.7397481,102.7219006,267.495374,84.301737,358.5622277,66.05730317,9.796334985,57.17047693,155.4442786,34.88509521,125.4230287,38.36453173,952.014863,137.9717,1699.99148,0.014892955,0.006119538,7.700812
Polk,188.6793325,133.0577664,41.17792041,6703.697304,343.483697,24.48189987,319.0017972,228.3835687,202.0739409,270.7096277,97.8716303,1240.622593,137.0344031,78.27548139,15.9198973,354.2251605,273.7722721,289.3232349,312.0790757,79.14608472,182.1632,691.3745,0.038131059,0.001443206,0.6337033
Potter,141.4639053,158.960355,40.05118343,8353.51568,335.2307692,-57.32928994,392.5600592,248.8701183,33.93195266,248.8701183,33.75502959,476.5248521,79.43136095,12.1535503,59.3816568,215.5866864,40.15207101,215.5866864,40.15207101,1040.915089,177.2163,1476.37882,0.012515627,0.001813962,0.324433
Presidio,172.5560928,170.2093438,47.99821455,6637.402767,340.4680107,-10.49605713,350.9640678,243.1695432,107.8619253,253.5975301,84.01472995,320.299509,61.55832465,5.82829936,78.13740515,176.8128255,22.47567326,159.9668204,26.90827258,1333.73129,186.1948,2930.35926,0.02079858,0.006859993,20.4977812
Rains,175.3142857,129.8994709,36.13333333,7842.879365,349.4010582,-5.881481481,355.2825397,216.3343915,270.9121693,272.752381,69.36719577,1080.083598,137.2740741,50.58624339,24.59153439,343.1322751,212.1566138,212.9015873,231.1703704,139.5957672,166.1977,462.30988,0.014613316,0.000151727,0.2919381
Randall,139.8824748,158.9647721,40.68650089,8141.007401,328.9369449,-56.91503848,385.8519834,243.8552398,34.09206631,243.8552398,34.09206631,483.455595,87.07548845,11.67288336,62.14209591,222.6121966,38.82830077,222.6121966,38.82830077,1110.826525,140.2383,860.83208,0.013508985,0.001563214,0.298854
Reagan,173.0616954,156.0009716,42.02258926,7547.166626,344.6956522,-21.27179985,365.967452,225.3135778,74.39956279,265.6094243,70.823658,455.5564732,78.57056109,14.13650717,50.08331309,177.5370415,52.47413165,140.3211076,52.47413165,808.2871023,165.2779,715.14385,0.01070108,0.001247205,7.9091368
Real,180.3382233,142.1870416,41.98166259,6798.779951,335.3867156,1.100244499,334.2864711,229.9511002,87.47677262,262.1405868,87.34392828,690.692339,86.33170334,28.00325998,37.58598207,239.093317,95.33414833,216.405868,95.33414833,623.6430318,195.4286,2478.79764,0.002892953,0.000509502,3.5665746
Red River,170.8186857,132.4394299,36.93533914,7795.801003,343.3032462,-9.733966746,353.037213,169.7479546,136.8975983,268.0691475,66.64792821,1197.150435,139.1406704,62.45790446,20.4270256,365.1477963,248.5922407,255.5333861,250.4887833,126.763526,161.3754,470.76167,0.01478003,0.000551217,0.7975035
Reeves,179.5604796,179.7795975,47.4640334,7369.435881,360.2473774,-14.72554057,374.972918,261.0854207,102.7443802,272.3791479,83.53853565,303.8110683,57.37604367,8.052986513,60.06358382,139.327553,30.36780133,118.7510169,34.73314066,909.3983087,112.6728,861.17255,0.015427606,0.00316664,5.0713543
Refugio,215.3100486,107.3134105,38.76578259,5784.857303,339.7060142,66.71497945,272.9910347,260.8180799,157.9424729,283.6880837,135.0702279,927.2484124,152.8860665,35.54239821,40.44527456,333.3985805,145.6021666,268.1561449,159.1303698,16.35786328,149.7798,140.32127,0.056068255,0.002433473,6.637298
Roberts,142.8902758,155.7390421,38.19100145,8704.516401,343.1018868,-59.54920174,402.6510885,231.413643,29.28882438,253.7724238,29.28882438,524.7373004,83.64267054,11.04296081,54.70101597,224.4121916,44.52626996,208.7590711,44.52626996,865.9164006,171.8409,1550.21912,0.006326219,0.000626112,14.0166665
Robertson,195.7835625,126.9993451,38.65618861,6893.911919,356.2930583,31.35920105,324.9338572,232.5019646,281.1204977,281.1204977,103.413556,953.2092338,120.3300589,51.88998035,24.74165029,289.5166994,184.667649,184.667649,207.0726916,119.3903078,174.5227,630.53075,0.019106734,0.00125178,1.6255955
Rockwall,177.9557692,124.7461538,34.95769231,7971.175,349.8942308,-4.442307692,354.3365385,219.9980769,70.41346154,276.8384615,70.41346154,1002.7,139.1865385,50.12692308,29.03461538,333.4807692,190.7884615,205.2923077,190.7884615,161.3096154,185.0566,588.96979,0.046936002,0.000640136,0.2600859
Runnels,180.1098374,147.9834711,40.51586244,7577.468142,351.3902959,-9.035990403,360.4262863,230.0466542,78.34204212,273.5177286,77.89469475,619.6774194,90.29032258,24.27219408,42.89469475,215.3268462,81.42628632,178.638763,81.42628632,553.1007731,177.3497,768.94646,0.005909986,0.000980531,1.7914872
Rusk,181.023988,127.6968516,38.03778111,7257.323538,341.6824588,9.682458771,332,220.4707646,265.9526237,270.7304348,82.89055472,1167.231484,124.6746627,60.50614693,16.76071964,336.576012,233.6518741,240.1274363,290.4611694,129.2518741,179.4617,974.28919,0.024020459,0.001111668,0.4870256
Sabine,181.6488998,136.8474328,41,6934.924694,339.9418093,10.7599022,329.1819071,100.6640587,239.008802,266.4963325,87.30317848,1315.301711,139.5315403,82.17212714,14.42298289,365.6860636,277.4924205,298.3804401,362.5266504,83.52958435,160.0831,897.70864,0.023578657,0.000369271,0.5541394
San Augustine,182.4360326,135.1030187,40.50646862,6979.274557,341.6827983,12.30953522,329.3732631,138.0852899,256.6775276,268.0498323,87.79827504,1262.96023,133.2117873,76.87158601,14.43315764,349.6406325,269.2280786,281.7527552,340.9698131,91.45471969,192.5805,924.62777,0.023354657,0.000399178,0.8391113
San Jacinto,190.7762143,130.1012256,40.20517476,6760.76532,344.994099,25.17930095,319.814798,231.9655016,150.302769,273.1325465,98.58102587,1221.437585,137.9110304,80.12392192,17.0240581,353.5251929,264.6949614,290.1239219,294.5251929,73.89105765,144.6202,706.27878,0.032789205,0.000774806,0.6294852
San Patricio,218.3865616,109.5114061,39.05516383,5815.519287,346.0800498,69.55288262,276.5271672,264.2866031,153.4981336,287.0062215,137.7652426,827.5230195,143.8390709,30.43135628,43.85192866,312.0721692,128.959353,236.2998756,136.9124844,21.78224803,144.5829,203.71564,0.107896553,0.009285845,2.8966619
San Saba,182.3169755,141.7769154,39.96144216,7277.332749,349.8885829,-0.456434652,350.3450175,223.6294442,86.221332,271.7591387,83.78943415,694.2411117,96.93915874,31.17325989,33.33675513,234.2716575,108.5458187,183.7145719,108.5903856,444.6009014,165.7921,1255.8513,0.004038249,0.000744056,2.5441592
Schleicher,179.9875898,151.8168953,42.94121489,7073.419551,346.2421076,-3.651208361,349.8933159,229.3659917,94.50119747,267.2421076,85.10189419,557.2423253,81.45699978,20.5197039,42.75027215,203.0539952,71.97801002,167.2011757,72.57130416,722.1317222,165.6666,836.39104,0.005527815,0.001054575,7.604156
Scurry,170.4172246,147.7379793,39.95343883,7842.279671,347.0797322,-19.77449787,366.8542301,240.8886184,66.02799757,268.3810103,66.02799757,548.2580645,83.01612903,17.68198418,50.16646379,201.9866099,59.04230067,184.7066342,59.04230067,720.4750456,161.4834,947.41999,0.009451718,0.001256738,1.5894013
Shackelford,176.9996913,140.1537512,38.44766903,7847.924668,351.4856437,-8.173510343,359.6591541,221.5112689,74.04754554,274.5668416,72.13707935,674.2618092,91.60913862,29.11238036,37.23618401,230.5986416,97.33405372,188.3544304,97.35473912,472.4949058,182.8208,1100.30822,0.00458621,0.000722117,4.6327059
Shelby,179.7762001,136.285666,40.26673428,7143.22549,342.0118323,7.323867478,334.6879648,213.1514537,263.1399594,267.9151454,83.38810007,1248.43881,135.2789047,74.03955375,14.35057471,346.3157539,262.4996619,270.642664,331.07167,98.99290061,156.5703,853.4932,0.024232548,0.000688278,0.5535442
Sherman,132.2856313,161.4249637,39.59970972,8662.858636,335.3538462,-67.73788099,403.0917271,221.3065312,21.58345428,244.6101597,21.58345428,444.361103,68.58258345,9.60203193,60.23744557,200.7216255,33.30595065,195.8693759,33.30595065,1079.020319,117.2872,530.39166,0.00990746,0.000541278,3.3731602
Smith,181.4639416,129.100146,37.54277372,7368.357664,346.7894891,6.923211679,339.8662774,193.2245255,268.0855474,272.6613139,81.5410219,1090.397372,123.1754745,51.1550365,20.56087591,328.9275912,209.1640876,211.8864234,256.0566423,141.4385401,177.9077,936.79249,0.034503032,0.002853607,0.3282535
Somervell,183.0263543,143.1229868,38.85944363,7645.953148,359.568082,-4.633967789,364.2020498,225.2562225,91.52415813,277.8901903,80.02928258,811.1786237,122.7891654,42.54904832,33.98243045,289.8272328,136.9355783,189.1903367,137.4114202,260.6442167,148.5786,1500.3719,0.005817828,0.00017778,0.5413197
Starr,228.6963768,128.6376812,43.23454106,5784.472222,368.2210145,74.29323671,293.9277778,270.7949275,166.3253623,295.4333333,147.1019324,562.5722222,107.765942,17.24178744,53.31932367,221.8198068,76.47101449,163.0961353,85.37077295,108.4048309,163.8023,620.319,0.055163934,0.006509163,2.8673593
Stephens,176.0036004,142.7155716,37.87728773,8065.616862,355.0777078,-17.50015002,372.5778578,221.3168317,67.43744374,276.3969397,67.43744374,723.9378938,98.66156616,33.76417642,34.71407141,246.8013801,109.3711371,187.4875488,109.3711371,393.7971797,189.8511,984.78384,0.003450037,0.000576308,1.082869
Sterling,172.9386315,155.8490334,41.91347039,7587.471003,345.8300092,-21.40411169,367.2341209,226.3531758,70.48818656,266.6235041,70.48818656,515.5655109,88.29855784,17.42282909,49.92267567,194.2065051,61.30285364,158.2850568,61.30285364,754.9607241,159.967,1372.09447,0.007010588,0.000825551,12.414475
Stonewall,172.6693694,153.3132132,39.2042042,8207.642943,360.6399399,-24.82642643,385.4663664,231.581982,64.52642643,275.7456456,63.34594595,590.5546547,88.6960961,19.23033033,47.86666667,211.1129129,68.71741742,182.2261261,68.71741742,536.2711712,161.7041,1014.13007,0.006559504,0.000791381,9.6430455
Sutton,182.0940594,152.569703,42.98910891,7006.994059,346.5958416,-3.38990099,349.9857426,231.1908911,96.98059406,267.4047525,86.97386139,563.4576238,79.50534653,19.57821782,42.16792079,205.3152475,71.0809901,174.4473267,71.67069307,684.2065347,182.8708,1144.93062,0.005156232,0.001131172,5.8933624
Swisher,140.6857317,158.0660176,40.47033769,8137.058108,329.1661089,-56.57103742,385.7371463,242.8214177,34.02372984,244.1174323,34.02372984,494.7958625,91.67173715,11.82811074,61.02738059,218.7839976,41.62245208,218.7541831,41.62245208,1060.288713,123.4791,322.82884,0.009623074,0.000638038,1.541669
Tarrant,183.4499078,124.0003073,34.86570375,7915.784266,353.8921328,3.079287031,350.8128457,225.4416103,87.16779348,282.6791641,78.20098341,855.4704978,121.228027,45.05285802,31.07314075,295.7077443,148.1023356,192.4532883,149.3030117,205.4373079,151.4632,877.39092,0.128713057,0.025463014,0.3598229
Taylor,176.5573921,135.7695133,37.93572084,7693.53566,346.6632997,-6.582797674,353.2460973,225.5026018,73.83685338,272.4493419,73.83685338,641.1597796,91.42454852,25.17324763,41.23262932,221.3875115,82.90143863,191.0165289,82.90143863,612.2185491,155.0082,1212.59069,0.014644427,0.003625445,0.5938982
Terrell,190.5254607,151.2863725,43.14500485,7198.729268,347.0875364,0.454534433,346.6330019,240.2936469,111.7672163,277.2129001,92.46277886,361.7837051,66.40082444,9.687803104,55.95126091,156.4952716,36.08377789,118.1842871,37.67846751,723.6448836,149.1201,2028.56901,0.018840129,0.003234497,61.8313214
Terry,154.2320099,164.5837469,43.06358561,7792.093983,336.2348015,-41.73014888,377.9649504,240.4305211,57.9751861,252.0775434,51.33808933,458.9655707,66.5778536,11.617866,57.68703474,191.6622208,41.48883375,188.7056452,41.93207196,1016.560484,137.734,328.10334,0.010703077,0.001035908,1.6719754
Throckmorton,174.7580114,144.4627134,37.60616951,8199.644504,357.7124888,-20.62234202,378.3348308,220.4705001,76.28152141,277.1404612,64.63971249,687.3914346,98.12878107,26.16322252,40.43156634,236.949985,94.34261755,189.1266846,95.23480084,418.7244684,161.9471,922.37438,0.004600755,0.000513542,5.7213111
Titus,174.1159609,134.9908795,37.58175896,7771.827362,346.1543974,-8.814332248,354.9687296,173.6488599,265.1211726,270.780456,69.54071661,1167.254072,126.1153094,59.75960912,18.81628664,349.5087948,238.0762215,243.9478827,260.6162866,112.9459283,161.7457,585.78741,0.022205401,0.000416469,0.297135
Tom Green,181.9251563,148.4207429,41.49926444,7385.376609,350.6340566,-3.006620081,353.6406767,234.3983082,88.24089739,273.9200074,83.94832659,553.7887091,84.51710188,20.20430305,45.18278779,201.7819051,71.75193086,159.7366679,71.86741449,631.1173225,153.9809,1010.74268,0.012835203,0.003499564,0.6970835
Travis,195.9601116,124.4398884,38.08563459,6951.951185,352.6644351,30.00808926,322.6563459,234.4546722,116.7994421,281.2987448,102.8638773,826.4192469,112.8895397,41.06722455,32.21701534,275.7405858,156.8457462,183.3221757,160.1732218,224.8128312,155.4099,1445.3069,0.118154353,0.026421577,0.6792336
Trinity,189.3123506,133.0187251,40.37569721,6877.129482,347.7569721,22.42868526,325.3282869,227.1737052,238.6581673,273.6486056,96.21992032,1128.934661,123.9434263,68.79681275,15.29043825,323.1681275,251.8282869,253.6131474,274.2605578,83.69601594,170.5113,664.34055,0.032267182,0.000794004,1.0542687
Tyler,188.3860127,132.0947623,41.54980321,6551.491674,339.9218892,26.26763548,313.6542537,232.7932183,227.8634575,267.943082,99.26793824,1320.123221,142.5679685,81.9582198,16.37087496,376.8634575,285.6978504,312.3315168,344.0847714,69.89009991,157.4116,697.67966,0.038642374,0.000924415,0.9225183
Upshur,178.2093467,131.4315689,37.74773486,7518.869814,345.0715308,0.021459227,345.0500715,177.2522651,266.4325227,271.7114926,76.77348593,1133.446829,120.1134955,56.5312351,19.3524082,343.0033381,219.5641392,224.0510253,267.9122556,119.0357654,159.2144,891.82123,0.015479224,0.00046926,0.2734455
Upton,180.7222476,153.6011878,42.20557332,7465.380082,348.938328,-10.19826405,359.1365921,234.0788031,100.3296026,272.9538602,80.76244861,389.4776153,70.73526725,12.1265418,54.29739607,159.8807675,41.81932389,124.5390589,43.36455002,829.7770672,157.8353,978.71055,0.017778756,0.001895747,11.7553373
Uvalde,200.2451914,135.8276377,41.1232493,6684.751074,351.2563959,25.3869281,325.8694678,246.7886088,119.5861811,279.6085901,108.1684407,631.1288515,82.31764706,26.98039216,38.92082166,216.9940243,89.31914099,193.5846872,89.95742297,358.7848739,165.2275,1437.43807,0.009098818,0.002072811,1.7216369
Val Verde,198.7809709,141.7374657,41.42099213,7060.196923,353.0811743,15.01865771,338.0625166,248.7860111,111.5726413,283.3796976,102.4602529,445.6652224,77.42470599,12.44177204,51.94950924,179.2024936,46.72163763,134.5996109,50.74215227,512.519763,186.9742,1707.77985,0.021035097,0.006200791,2.8894062
Van Zandt,180.1005222,128.7741514,36.38381201,7634.865862,351.575718,2.500652742,349.0750653,218.7003916,272.4223238,274.7464099,76.89425587,1056.673956,131.4435379,47.81723238,24.58093995,334.0887728,200.0593995,201.1651436,235.3593342,149.1951697,175.3389,626.99346,0.015686526,0.000693934,0.2928574
Victoria,211.9800327,112.9145663,39.13191489,6026.317185,344.8697218,60.02193126,284.8477905,258.2854337,143.1541735,284.1577741,129.2441899,926.3106383,131.6559738,45.04222586,33.67364975,307.496563,155.8101473,242.5250409,164.7839607,30.61702128,138.768,242.21834,0.0496929,0.005281775,1.3552155
Walker,193.8617512,126.6689117,38.82665721,6877.515775,350.3874513,28.24672102,322.1407302,231.954626,181.641262,277.8514711,99.96951436,1125.731655,129.6986884,70.07018788,18.42112726,327.3562566,245.5412974,250.7674583,260.9808579,92.78979085,179.2107,761.52549,0.044259579,0.002193068,0.7405074
Waller,199.1101928,122.0567493,38.83911846,6625.208264,349.6330579,38.99118457,310.6418733,207.1338843,136.1570248,279.6418733,108.5988981,1061.293664,125.0589532,62.31900826,22.48650138,315.4060606,215.4275482,243.4506887,235.4115702,65.61983471,185.5442,318.41368,0.034981885,0.000992563,0.6424973
Ward,180.8581633,175.937415,45.07585034,7787.466327,363.1646259,-22.76496599,385.9295918,259.2061224,98.55102041,278.0207483,77.70714286,297.5642857,55.79931973,8.277891156,57.12789116,127.5642857,30.23537415,106.3639456,32.65272109,795.5496599,168.7049,470.56089,0.016607455,0.001046069,2.0148164
Washington,200.2575897,124.6835327,38.53771849,6796.777369,358.1780129,38.99264029,319.1853726,232.4425023,180.3311868,284.0910764,108.9116835,1029.572217,125.7580497,52.91444342,24.39144434,311.3900644,215.3597056,218.4227231,228.2276909,95.39420423,164.4695,830.47158,0.042547559,0.001503633,1.0476081
Webb,223.366528,136.6683134,42.82648639,6363.937944,373.5132605,58.4300572,315.0832033,269.7383429,153.4193968,298.9762524,135.4670653,514.7255157,91.01066043,18.65097937,49.65600624,198.382562,68.84815393,141.6271451,72.67490033,179.6359854,186.448,657.73071,0.037787743,0.015790545,1.7678134
Wharton,203.6457067,119.1941876,39.78546896,6235.014795,344.6932629,48.40528402,296.2879789,245.0826948,161.1791281,278.2863937,117.8932629,1069.16037,135.0533686,57.97252312,25.7003963,326.0929987,196.7326288,282.136856,216.5783355,33.67001321,157.7116,123.9982,0.034811043,0.002365019,1.2339619
Wheeler,148.5831361,151.0689349,37.45710059,8641.114201,346.2310651,-51.89497041,398.1260355,231.1881657,35.0408284,258.3517751,35.0408284,569.4757396,92.80532544,12.13402367,54.03136095,231.7920118,48.89171598,202.0532544,48.89171598,748.9221893,138.9216,1097.42832,0.006539873,0.000499537,1.9066711
Wichita,173.0624182,143.6481886,36.16892187,8585.147097,365.2815364,-24.84548232,390.1270188,219.5456133,60.95504147,281.5473592,59.38891314,722.4334352,107.5443038,27.29157573,40.16848538,257.8629419,99.33609777,190.7333042,99.35530336,321.2143169,153.4272,520.06091,0.01506953,0.001700695,0.2603266
Wilbarger,169.1972694,147.6851491,36.61688493,8729.252995,363.5572583,-34.85650599,398.4137643,217.6960156,54.9225411,279.5486208,53.44998607,662.4382836,101.8481471,23.11981053,43.83142937,237.8314294,81.3279465,188.3730844,81.34187796,376.732516,157.0207,536.69593,0.005294481,0.000579857,0.804611
Willacy,225.9727228,102.1846079,39.71407696,5224.753531,340.9707745,87.45348271,253.5172918,266.1714564,189.0389674,285.8451047,152.1037506,666.3901607,135.5129079,19.16512421,53.43253775,264.5616171,93.28397467,182.872869,108.9220653,11.44666342,143.1611,80.47549,0.074984555,0.003790277,4.2755428
Williamson,192.1369347,125.448995,37.61356784,7105.648744,351.9346734,22.38743719,329.5472362,231.0316583,109.2354271,279.1557789,96.31909548,845.6208543,114.3113065,43.42713568,30.48869347,279.8819095,165.4977387,181.9914573,166.6432161,232.770603,137.3198,859.21931,0.045843595,0.008662106,0.7399244
Wilson,206.6592619,130.6932999,40.73987818,6500.282336,357.0587603,39.82622716,317.2325331,243.9405231,133.498746,284.9494805,117.6814762,735.6022931,100.1451093,33.25904694,33.0128986,237.1343604,130.1243282,180.6356145,136.3848083,140.6015765,158.2494,682.98532,0.016779483,0.001056416,0.6961211
Winkler,176.945381,167.3978422,43.91706001,7698.755226,355.1274444,-21.5650708,376.6925152,262.312205,92.66217127,273.20971,75.09575185,312.7966959,57.49763992,7.380310182,59.26500337,137.7252192,29.53371544,119.5330411,29.99561699,888.0944032,193.4972,443.88644,0.02222546,0.001198837,3.4979481
Wise,177.0654206,135.3056979,36.31866144,8022.263793,356.430811,-11.2821827,367.7129937,220.4467893,69.47331926,277.3397648,69.47331926,856.1196865,124.1302382,39.82906241,34.40156768,293.3313235,132.9258366,198.1878203,132.9258366,273.2815797,151.5591,1023.09696,0.004892643,0.000641145,0.2583949
Wood,176.0960611,132.0900322,37.06712219,7667.438907,347.2958199,-4.142282958,351.4381029,185.7471865,266.2745177,271.3098875,72.2857717,1085.886254,126.6262058,51.85209003,21.70297428,335.8758039,209.7339228,214.9083601,244.369373,135.8492765,173.398,773.62349,0.013598358,0.000494501,0.2627923
Yoakum,149.1307167,170.868942,44.38259386,7704.572014,331.9474403,-48.9447099,380.8921502,236.0051195,63.03003413,246.0061433,47.4221843,441.4047782,67.35460751,9.709556314,60.17372014,195.1102389,40.1662116,191.2051195,40.56484642,1113.800683,128.6578,342.99225,0.010528703,0.000745107,2.1036815
Young,176.4317841,143.4716642,37.31244378,8171.326537,358.2515742,-20.57391304,378.8254873,221.182009,66.52563718,278.3910045,66.52563718,744.4845577,109.256072,31.03538231,38.92413793,260.6128936,106.582009,188.0869565,106.582009,359.3403298,179.6018,837.05668,0.004281708,0.000546846,0.612382
Zapata,228.1374368,132.9499719,42.84035975,6135.104272,372.4426644,65.39123103,307.0514334,273.2231591,159.4398539,299.0008432,141.9435076,514.2529511,106.9378865,15.20320405,57.57785273,209.5112423,62.82237212,140.0775717,71.14052839,132.8296796,211.7371,710.68381,0.039362106,0.002857928,4.3850695
Zavala,212.0303837,135.1900643,41.37813262,6604.939233,362.7666888,40.14260368,322.6240852,253.8975383,134.434908,290.2492792,120.5963628,561.6047904,79.50476824,22.61964959,42.82235529,197.7265469,77.15768463,161.4011976,78.59325793,210.9321357,163.8152,481.61477,0.018739685,0.002682754,4.9918813
